#,INCIDENT TITLE,INCIDENT DATE,LOCATION,DESCRIPTION,CATEGORY,LATITUDE,LONGITUDE,APPROVED,VERIFIED
"620","Aqui a Emenda N° 620 destina R$ 150000,00 para Apoio à realização de eventos - XXXX Casa Rural - Participação eventos agropecuários","2013-01-16 00:57:00","DF","Emenda N° 620<BR>Valor:  R$ 150000,00 <BR>Autor: Olair Francisco <BR>O valor será gasto em: Apoio à realização de eventos - XXXX Casa Rural - Participação eventos agropecuários<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Agricultura <BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: SE Agricultura","DF,Olair Francisco,Agricultura ,Difusão cultural,2013,", "-15.77972", "-47.92972",YES,YES
"621","Aqui a Emenda N° 621 destina R$ 1300000,00 para Apoio à realização de eventos culturais e educacionais","2013-01-16 00:57:00","DF","Emenda N° 621<BR>Valor:  R$ 1300000,00 <BR>Autor: Olair Francisco <BR>O valor será gasto em: Apoio à realização de eventos culturais e educacionais<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: SE Cultura","DF,Olair Francisco,Cultura,Difusão cultural,2013,", "-15.77972", "-47.92972",YES,YES
"622","Aqui a Emenda N° 622 destina R$ 150000,00 para Apoio à realização de eventos culturais","2013-01-16 00:57:00","IX-Ceilândia","Emenda N° 622<BR>Valor:  R$ 150000,00 <BR>Autor: Olair Francisco <BR>O valor será gasto em: Apoio à realização de eventos culturais<BR>Região do DF onde será gasto o recurso: IX-Ceilândia<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: SE Cultura","IX-Ceilândia,Olair Francisco,Cultura,Difusão cultural,2013,", "-15.81579", "-48.11825",YES,YES
"623","Aqui a Emenda N° 623 destina R$ 150000,00 para Construção de Quadra de Esportes no Quarto Batalhão da PMDF","2013-01-16 00:57:00","X-Guará","Emenda N° 623<BR>Valor:  R$ 150000,00 <BR>Autor: Olair Francisco <BR>O valor será gasto em: Construção de Quadra de Esportes no Quarto Batalhão da PMDF<BR>Região do DF onde será gasto o recurso: X-Guará<BR>Ação: Não informada <BR>Função: Desporto e Lazer<BR>Subfunção: Lazer<BR>Unidade Orçamentária: AR Guará","X-Guará,Olair Francisco,Desporto e Lazer,Lazer,2013,", "-15.82684", "-47.98028",YES,YES
"624","Aqui a Emenda N° 624 destina R$ 190000,00 para Apoio financeiro ao Memorial JK","2013-01-16 00:57:00","I-Plano Piloto","Emenda N° 624<BR>Valor:  R$ 190000,00 <BR>Autor: Olair Francisco <BR>O valor será gasto em: Apoio financeiro ao Memorial JK<BR>Região do DF onde será gasto o recurso: I-Plano Piloto<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: SE Cultura","I-Plano Piloto,Olair Francisco,Cultura,Difusão cultural,2013,", "-15.79247", "-47.88239",YES,YES
"625","Aqui a Emenda N° 625 destina R$ 100000,00 para Realização de eventos - Aniversário da Cidade","2013-01-16 00:57:00","XX-Águas Claras","Emenda N° 625<BR>Valor:  R$ 100000,00 <BR>Autor: Olair Francisco <BR>O valor será gasto em: Realização de eventos - Aniversário da Cidade<BR>Região do DF onde será gasto o recurso: XX-Águas Claras<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: AR Águas Claras","XX-Águas Claras,Olair Francisco,Cultura,Difusão cultural,2013,", "-15.83687", "-48.02512",YES,YES
"626","Aqui a Emenda N° 626 destina R$ 300000,00 para Execução de obras de urbanização e infraestrutura","2013-01-16 00:57:00","IV-Brazlândia","Emenda N° 626<BR>Valor:  R$ 300000,00 <BR>Autor: Olair Francisco <BR>O valor será gasto em: Execução de obras de urbanização e infraestrutura<BR>Região do DF onde será gasto o recurso: IV-Brazlândia<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Brazlândia","IV-Brazlândia,Olair Francisco,Urbanismo,Infra-Estrutura urbana,2013,", "-15.66602", "-48.19779",YES,YES
"627","Aqui a Emenda N° 627 destina R$ 100000,00 para Apoio à realização Festa Forrodilha do Cerrado","2013-01-16 00:57:00","XIII-Santa Maria","Emenda N° 627<BR>Valor:  R$ 100000,00 <BR>Autor: Olair Francisco <BR>O valor será gasto em: Apoio à realização Festa Forrodilha do Cerrado<BR>Região do DF onde será gasto o recurso: XIII-Santa Maria<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: AR Santa Maria","XIII-Santa Maria,Olair Francisco,Cultura,Difusão cultural,2013,", "-16.01867", "-47.01708",YES,YES
"628","Aqui a Emenda N° 628 destina R$ 30000,00 para Realização de eventos - Lavagem do Acarajé da Yaya","2013-01-16 00:57:00","III-Taguatinga","Emenda N° 628<BR>Valor:  R$ 30000,00 <BR>Autor: Olair Francisco <BR>O valor será gasto em: Realização de eventos - Lavagem do Acarajé da Yaya<BR>Região do DF onde será gasto o recurso: III-Taguatinga<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: AR Taguatinga","III-Taguatinga,Olair Francisco,Cultura,Difusão cultural,2013,", "-15.81772", "-48.07596",YES,YES
"629","Aqui a Emenda N° 629 destina R$ 80000,00 para Realização de eventos - Festa do morango e exposição agrícola","2013-01-16 00:57:00","IV-Brazlândia","Emenda N° 629<BR>Valor:  R$ 80000,00 <BR>Autor: Olair Francisco <BR>O valor será gasto em: Realização de eventos - Festa do morango e exposição agrícola<BR>Região do DF onde será gasto o recurso: IV-Brazlândia<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: AR Brazlândia","IV-Brazlândia,Olair Francisco,Cultura,Difusão cultural,2013,", "-15.66602", "-48.19779",YES,YES
"630","Aqui a Emenda N° 630 destina R$ 50000,00 para Manutenção de estradas rurais","2013-01-16 00:57:00","IV-Brazlândia","Emenda N° 630<BR>Valor:  R$ 50000,00 <BR>Autor: Olair Francisco <BR>O valor será gasto em: Manutenção de estradas rurais<BR>Região do DF onde será gasto o recurso: IV-Brazlândia<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Brazlândia","IV-Brazlândia,Olair Francisco,Urbanismo,Infra-Estrutura urbana,2013,", "-15.66602", "-48.19779",YES,YES
"631","Aqui a Emenda N° 631 destina R$ 200000,00 para Capacitação de servidores - Agentes de segurança","2013-01-16 00:57:00","DF","Emenda N° 631<BR>Valor:  R$ 200000,00 <BR>Autor: Olair Francisco <BR>O valor será gasto em: Capacitação de servidores - Agentes de segurança<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Segurança Pública<BR>Subfunção: Segurança Pública<BR>Unidade Orçamentária: SE Segurança","DF,Olair Francisco,Segurança Pública,Segurança Pública,2013,", "-15.77972", "-47.92972",YES,YES
"632","Aqui a Emenda N° 632 destina R$ 150000,00 para Apoio à realização de eventos culturais e desportivos","2013-01-16 00:57:00","IV-Brazlândia","Emenda N° 632<BR>Valor:  R$ 150000,00 <BR>Autor: Olair Francisco <BR>O valor será gasto em: Apoio à realização de eventos culturais e desportivos<BR>Região do DF onde será gasto o recurso: IV-Brazlândia<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: AR Brazlândia","IV-Brazlândia,Olair Francisco,Cultura,Difusão cultural,2013,", "-15.66602", "-48.19779",YES,YES
"633","Aqui a Emenda N° 633 destina R$ 200000,00 para Reforma e ampliação do Instituto de Identificação da PCDF","2013-01-16 00:57:00","DF","Emenda N° 633<BR>Valor:  R$ 200000,00 <BR>Autor: Olair Francisco <BR>O valor será gasto em: Reforma e ampliação do Instituto de Identificação da PCDF<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Segurança Pública<BR>Subfunção: Segurança Pública<BR>Unidade Orçamentária: PCDF","DF,Olair Francisco,Segurança Pública,Segurança Pública,2013,", "-15.77972", "-47.92972",YES,YES
"634","Aqui a Emenda N° 634 destina R$ 150000,00 para Execução de obras de urbanização e infraestrutura","2013-01-16 00:57:00","XXIV-Park Way","Emenda N° 634<BR>Valor:  R$ 150000,00 <BR>Autor: Olair Francisco <BR>O valor será gasto em: Execução de obras de urbanização e infraestrutura<BR>Região do DF onde será gasto o recurso: XXIV-Park Way<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Park Way","XXIV-Park Way,Olair Francisco,Urbanismo,Infra-Estrutura urbana,2013,", "-15.86245", "-47.97073",YES,YES
"635","Aqui a Emenda N° 635 destina R$ 100000,00 para Apoio à realização do evento Esporte a Melhor Saída contra as Drogas","2013-01-16 00:57:00","XIV-São Sebastião","Emenda N° 635<BR>Valor:  R$ 100000,00 <BR>Autor: Olair Francisco <BR>O valor será gasto em: Apoio à realização do evento Esporte a Melhor Saída contra as Drogas<BR>Região do DF onde será gasto o recurso: XIV-São Sebastião<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: AR São Sebastião","XIV-São Sebastião,Olair Francisco,Cultura,Difusão cultural,2013,", "-15.96364", "-47.72100",YES,YES
"636","Aqui a Emenda N° 636 destina R$ 150000,00 para Reforma e revitalização da Feira do Guará","2013-01-16 00:57:00","X-Guará","Emenda N° 636<BR>Valor:  R$ 150000,00 <BR>Autor: Olair Francisco <BR>O valor será gasto em: Reforma e revitalização da Feira do Guará<BR>Região do DF onde será gasto o recurso: X-Guará<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Guará","X-Guará,Olair Francisco,Urbanismo,Infra-Estrutura urbana,2013,", "-15.82684", "-47.98028",YES,YES
"637","Aqui a Emenda N° 637 destina R$ 800000,00 para Construção de feiras","2013-01-16 00:57:00","XXI-Riacho Fundo II","Emenda N° 637<BR>Valor:  R$ 800000,00 <BR>Autor: Olair Francisco <BR>O valor será gasto em: Construção de feiras<BR>Região do DF onde será gasto o recurso: XXI-Riacho Fundo II<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Riacho Fundo II","XXI-Riacho Fundo II,Olair Francisco,Urbanismo,Infra-Estrutura urbana,2013,", "-15.88052", "-48.00995",YES,YES
"638","Aqui a Emenda N° 638 destina R$ 150000,00 para Apoio à realização de Festa de Natal para as Crianças","2013-01-16 00:57:00","XX-Águas Claras","Emenda N° 638<BR>Valor:  R$ 150000,00 <BR>Autor: Olair Francisco <BR>O valor será gasto em: Apoio à realização de Festa de Natal para as Crianças<BR>Região do DF onde será gasto o recurso: XX-Águas Claras<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: AR Águas Claras","XX-Águas Claras,Olair Francisco,Cultura,Difusão cultural,2013,", "-15.83687", "-48.02512",YES,YES
"639","Aqui a Emenda N° 639 destina R$ 4000000,00 para Execução de obras de urbanização e infraestrutura","2013-01-16 00:57:00","DF","Emenda N° 639<BR>Valor:  R$ 4000000,00 <BR>Autor: Olair Francisco <BR>O valor será gasto em: Execução de obras de urbanização e infraestrutura<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: Novacap","DF,Olair Francisco,Urbanismo,Infra-Estrutura urbana,2013,", "-15.77972", "-47.92972",YES,YES
"640","Aqui a Emenda N° 640 destina R$ 200000,00 para Apoio à realização de eventos - O Maior São João do Cerrado","2013-01-16 00:57:00","DF","Emenda N° 640<BR>Valor:  R$ 200000,00 <BR>Autor: Olair Francisco <BR>O valor será gasto em: Apoio à realização de eventos - O Maior São João do Cerrado<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: SE Cultura","DF,Olair Francisco,Cultura,Difusão cultural,2013,", "-15.77972", "-47.92972",YES,YES
"641","Aqui a Emenda N° 641 destina R$ 200000,00 para Gestão da Informação e dos Sistemas de TI","2013-01-16 00:57:00","DF","Emenda N° 641<BR>Valor:  R$ 200000,00 <BR>Autor: Claudio Abrantes <BR>O valor será gasto em: Gestão da Informação e dos Sistemas de TI<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Administração<BR>Subfunção: Tecnologia da Informação<BR>Unidade Orçamentária: SE Fazenda","DF,Claudio Abrantes,Administração,Tecnologia da Informação,2013,", "-15.77972", "-47.92972",YES,YES
"642","Aqui a Emenda N° 642 destina R$ 200000,00 para Aquisição de ônibus para Educação Ambiental","2013-01-16 00:57:00","DF","Emenda N° 642<BR>Valor:  R$ 200000,00 <BR>Autor: Claudio Abrantes <BR>O valor será gasto em: Aquisição de ônibus para Educação Ambiental<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Educação<BR>Subfunção: Educação Básica<BR>Unidade Orçamentária: SE Educação","DF,Claudio Abrantes,Educação,Educação Básica,2013,", "-15.77972", "-47.92972",YES,YES
"643","Aqui a Emenda N° 643 destina R$ 200000,00 para Apoio ao CE Osório Bacchin","2013-01-16 00:57:00","VI-Planaltina","Emenda N° 643<BR>Valor:  R$ 200000,00 <BR>Autor: Claudio Abrantes <BR>O valor será gasto em: Apoio ao CE Osório Bacchin<BR>Região do DF onde será gasto o recurso: VI-Planaltina<BR>Ação: Não informada <BR>Função: Educação<BR>Subfunção: Educação Básica<BR>Unidade Orçamentária: SE Educação","VI-Planaltina,Claudio Abrantes,Educação,Educação Básica,2013,", "-15.62065", "-47.65560",YES,YES
"644","Aqui a Emenda N° 644 destina R$ 300000,00 para Revitalização do Parque Recreativo do Gama (Prainha)","2013-01-16 00:57:00","II-Gama","Emenda N° 644<BR>Valor:  R$ 300000,00 <BR>Autor: Chico Vigilante <BR>O valor será gasto em: Revitalização do Parque Recreativo do Gama (Prainha)<BR>Região do DF onde será gasto o recurso: II-Gama<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: Instituto do Meio Ambiente","II-Gama,Chico Vigilante,Urbanismo,Infra-Estrutura urbana,2013,", "-16.01498", "-48.06220",YES,YES
"645","Aqui a Emenda N° 645 destina R$ 400000,00 para Implantação de PEC","2013-01-16 00:57:00","IX-Ceilândia","Emenda N° 645<BR>Valor:  R$ 400000,00 <BR>Autor: Chico Vigilante <BR>O valor será gasto em: Implantação de PEC<BR>Região do DF onde será gasto o recurso: IX-Ceilândia<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Ceilândia","IX-Ceilândia,Chico Vigilante,Urbanismo,Infra-Estrutura urbana,2013,", "-15.81579", "-48.11825",YES,YES
"646","Aqui a Emenda N° 646 destina R$ 250000,00 para Apoio financeiro ao Memorial JK","2013-01-16 00:57:00","I-Plano Piloto","Emenda N° 646<BR>Valor:  R$ 250000,00 <BR>Autor: Chico Vigilante <BR>O valor será gasto em: Apoio financeiro ao Memorial JK<BR>Região do DF onde será gasto o recurso: I-Plano Piloto<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Patrimônio histórico<BR>Unidade Orçamentária: SE Cultura","I-Plano Piloto,Chico Vigilante,Cultura,Patrimônio histórico,2013,", "-15.79247", "-47.88239",YES,YES
"647","Aqui a Emenda N° 647 destina R$ 400000,00 para Execução de obras de urbanização e infraestrutura","2013-01-16 00:57:00","XX-Águas Claras","Emenda N° 647<BR>Valor:  R$ 400000,00 <BR>Autor: Chico Vigilante <BR>O valor será gasto em: Execução de obras de urbanização e infraestrutura<BR>Região do DF onde será gasto o recurso: XX-Águas Claras<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Águas Claras","XX-Águas Claras,Chico Vigilante,Urbanismo,Infra-Estrutura urbana,2013,", "-15.83687", "-48.02512",YES,YES
"648","Aqui a Emenda N° 648 destina R$ 1000000,00 para Apoio à realização de atividades culturais","2013-01-16 00:57:00","DF","Emenda N° 648<BR>Valor:  R$ 1000000,00 <BR>Autor: Chico Vigilante <BR>O valor será gasto em: Apoio à realização de atividades culturais<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: SE Cultura","DF,Chico Vigilante,Cultura,Difusão cultural,2013,", "-15.77972", "-47.92972",YES,YES
"649","Aqui a Emenda N° 649 destina R$ 240000,00 para Implantação de PEC","2013-01-16 00:57:00","II-Gama","Emenda N° 649<BR>Valor:  R$ 240000,00 <BR>Autor: Chico Vigilante <BR>O valor será gasto em: Implantação de PEC<BR>Região do DF onde será gasto o recurso: II-Gama<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Gama","II-Gama,Chico Vigilante,Urbanismo,Infra-Estrutura urbana,2013,", "-16.01498", "-48.06220",YES,YES
"650","Aqui a Emenda N° 650 destina R$ 700000,00 para Construção de quadra poliesportiva","2013-01-16 00:57:00","V-Sobradinho","Emenda N° 650<BR>Valor:  R$ 700000,00 <BR>Autor: Claudio Abrantes <BR>O valor será gasto em: Construção de quadra poliesportiva<BR>Região do DF onde será gasto o recurso: V-Sobradinho<BR>Ação: Não informada <BR>Função: Desporto e Lazer<BR>Subfunção: Lazer<BR>Unidade Orçamentária: AR Sobradinho","V-Sobradinho,Claudio Abrantes,Desporto e Lazer,Lazer,2013,", "-15.64275", "-47.81205",YES,YES
"651","Aqui a Emenda N° 651 destina R$ 240000,00 para Implantação de PEC","2013-01-16 00:57:00","IV-Brazlândia","Emenda N° 651<BR>Valor:  R$ 240000,00 <BR>Autor: Chico Vigilante <BR>O valor será gasto em: Implantação de PEC<BR>Região do DF onde será gasto o recurso: IV-Brazlândia<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Brazlândia","IV-Brazlândia,Chico Vigilante,Urbanismo,Infra-Estrutura urbana,2013,", "-15.66602", "-48.19779",YES,YES
"652","Aqui a Emenda N° 652 destina R$ 660000,00 para Execução de obras de urbanização no Condomínio Paraíso","2013-01-16 00:57:00","II-Gama","Emenda N° 652<BR>Valor:  R$ 660000,00 <BR>Autor: Chico Vigilante <BR>O valor será gasto em: Execução de obras de urbanização no Condomínio Paraíso<BR>Região do DF onde será gasto o recurso: II-Gama<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Gama","II-Gama,Chico Vigilante,Urbanismo,Infra-Estrutura urbana,2013,", "-16.01498", "-48.06220",YES,YES
"653","Aqui a Emenda N° 653 destina R$ 150000,00 para Conclusão da construção de estacionamento em frente à Igreja Evangélica na EQ 40/42","2013-01-16 00:57:00","II-Gama","Emenda N° 653<BR>Valor:  R$ 150000,00 <BR>Autor: Chico Vigilante <BR>O valor será gasto em: Conclusão da construção de estacionamento em frente à Igreja Evangélica na EQ 40/42<BR>Região do DF onde será gasto o recurso: II-Gama<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Gama","II-Gama,Chico Vigilante,Urbanismo,Infra-Estrutura urbana,2013,", "-16.01498", "-48.06220",YES,YES
"654","Aqui a Emenda N° 654 destina R$ 240000,00 para Implantação de PEC","2013-01-16 00:57:00","XIII-Santa Maria","Emenda N° 654<BR>Valor:  R$ 240000,00 <BR>Autor: Chico Vigilante <BR>O valor será gasto em: Implantação de PEC<BR>Região do DF onde será gasto o recurso: XIII-Santa Maria<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Santa Maria","XIII-Santa Maria,Chico Vigilante,Urbanismo,Infra-Estrutura urbana,2013,", "-16.01867", "-47.01708",YES,YES
"655","Aqui a Emenda N° 655 destina R$ 200000,00 para Reforma das instalações do Zoológico","2013-01-16 00:57:00","XIX-Candangolândia","Emenda N° 655<BR>Valor:  R$ 200000,00 <BR>Autor: Chico Vigilante <BR>O valor será gasto em: Reforma das instalações do Zoológico<BR>Região do DF onde será gasto o recurso: XIX-Candangolândia<BR>Ação: Não informada <BR>Função: Gestão Ambiental<BR>Subfunção: Preservação ambiental<BR>Unidade Orçamentária: Jardim Zoológico","XIX-Candangolândia,Chico Vigilante,Gestão Ambiental,Preservação ambiental,2013,", "-15.85171", "-47.95028",YES,YES
"656","Aqui a Emenda N° 656 destina R$ 2100000,00 para Execução de obras de urbanização","2013-01-16 00:57:00","IX-Ceilândia","Emenda N° 656<BR>Valor:  R$ 2100000,00 <BR>Autor: Chico Vigilante <BR>O valor será gasto em: Execução de obras de urbanização<BR>Região do DF onde será gasto o recurso: IX-Ceilândia<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Ceilândia","IX-Ceilândia,Chico Vigilante,Urbanismo,Infra-Estrutura urbana,2013,", "-15.81579", "-48.11825",YES,YES
"657","Aqui a Emenda N° 657 destina R$ 300000,00 para Execução de obras de urbanização e infraestrutura","2013-01-16 00:57:00","III-Taguatinga","Emenda N° 657<BR>Valor:  R$ 300000,00 <BR>Autor: Chico Vigilante <BR>O valor será gasto em: Execução de obras de urbanização e infraestrutura<BR>Região do DF onde será gasto o recurso: III-Taguatinga<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Taguatinga","III-Taguatinga,Chico Vigilante,Urbanismo,Infra-Estrutura urbana,2013,", "-15.81772", "-48.07596",YES,YES
"658","Aqui a Emenda N° 658 destina R$ 240000,00 para Implantação de PEC","2013-01-16 00:57:00","VI-Planaltina","Emenda N° 658<BR>Valor:  R$ 240000,00 <BR>Autor: Chico Vigilante <BR>O valor será gasto em: Implantação de PEC<BR>Região do DF onde será gasto o recurso: VI-Planaltina<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Planaltina","VI-Planaltina,Chico Vigilante,Urbanismo,Infra-Estrutura urbana,2013,", "-15.62065", "-47.65560",YES,YES
"659","Aqui a Emenda N° 659 destina R$ 400000,00 para Execução de obras de urbanização","2013-01-16 00:57:00","XII-Samambaia","Emenda N° 659<BR>Valor:  R$ 400000,00 <BR>Autor: Chico Vigilante <BR>O valor será gasto em: Execução de obras de urbanização<BR>Região do DF onde será gasto o recurso: XII-Samambaia<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Samambaia","XII-Samambaia,Chico Vigilante,Urbanismo,Infra-Estrutura urbana,2013,", "-15.87681", "-48.08827",YES,YES
"660","Aqui a Emenda N° 660 destina R$ 200000,00 para Apoio a eventos esportivos","2013-01-16 00:57:00","IX-Ceilândia","Emenda N° 660<BR>Valor:  R$ 200000,00 <BR>Autor: Chico Vigilante <BR>O valor será gasto em: Apoio a eventos esportivos<BR>Região do DF onde será gasto o recurso: IX-Ceilândia<BR>Ação: Não informada <BR>Função: Desporto e Lazer<BR>Subfunção: Desporto Comunitário<BR>Unidade Orçamentária: SE Esporte","IX-Ceilândia,Chico Vigilante,Desporto e Lazer,Desporto Comunitário,2013,", "-15.81579", "-48.11825",YES,YES
"661","Aqui a Emenda N° 661 destina R$ 500000,00 para Execução de obras de urbanização no Condomínio Porto Rico","2013-01-16 00:57:00","XIII-Santa Maria","Emenda N° 661<BR>Valor:  R$ 500000,00 <BR>Autor: Chico Vigilante <BR>O valor será gasto em: Execução de obras de urbanização no Condomínio Porto Rico<BR>Região do DF onde será gasto o recurso: XIII-Santa Maria<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Santa Maria","XIII-Santa Maria,Chico Vigilante,Urbanismo,Infra-Estrutura urbana,2013,", "-16.01867", "-47.01708",YES,YES
"662","Aqui a Emenda N° 662 destina R$ 200000,00 para Melhoria no Sistema de TI","2013-01-16 00:57:00","I-Plano Piloto","Emenda N° 662<BR>Valor:  R$ 200000,00 <BR>Autor: Chico Vigilante <BR>O valor será gasto em: Melhoria no Sistema de TI<BR>Região do DF onde será gasto o recurso: I-Plano Piloto<BR>Ação: Não informada <BR>Função: Administração<BR>Subfunção: Tecnologia da Informação<BR>Unidade Orçamentária: AGEFIS","I-Plano Piloto,Chico Vigilante,Administração,Tecnologia da Informação,2013,", "-15.79247", "-47.88239",YES,YES
"663","Aqui a Emenda N° 663 destina R$ 50000,00 para Realização do Aniversário do Setor Habitacional Por do Sol/Dia das Crianças","2013-01-16 00:57:00","IX-Ceilândia","Emenda N° 663<BR>Valor:  R$ 50000,00 <BR>Autor: Chico Vigilante <BR>O valor será gasto em: Realização do Aniversário do Setor Habitacional Por do Sol/Dia das Crianças<BR>Região do DF onde será gasto o recurso: IX-Ceilândia<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: AR Ceilândia","IX-Ceilândia,Chico Vigilante,Cultura,Difusão cultural,2013,", "-15.81579", "-48.11825",YES,YES
"664","Aqui a Emenda N° 664 destina R$ 300000,00 para Execução de obras de urbanização","2013-01-16 00:57:00","XXI-Riacho Fundo II","Emenda N° 664<BR>Valor:  R$ 300000,00 <BR>Autor: Chico Vigilante <BR>O valor será gasto em: Execução de obras de urbanização<BR>Região do DF onde será gasto o recurso: XXI-Riacho Fundo II<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Riacho Fundo II","XXI-Riacho Fundo II,Chico Vigilante,Urbanismo,Infra-Estrutura urbana,2013,", "-15.88052", "-48.00995",YES,YES
"665","Aqui a Emenda N° 665 destina R$ 200000,00 para Ampliação/manutenção de iluminação pública","2013-01-16 00:57:00","XXIX-S.IA","Emenda N° 665<BR>Valor:  R$ 200000,00 <BR>Autor: Chico Vigilante <BR>O valor será gasto em: Ampliação/manutenção de iluminação pública<BR>Região do DF onde será gasto o recurso: XXIX-S.IA<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Energia Elétrica<BR>Unidade Orçamentária: AR Set. Ind. & Abast.","XXIX-S.IA,Chico Vigilante,Urbanismo,Energia Elétrica,2013,", "-15.80163", "-47.96058",YES,YES
"666","Aqui a Emenda N° 666 destina R$ 50000,00 para Ampliação da rede de iluminação pública","2013-01-16 00:57:00","III-Taguatinga","Emenda N° 666<BR>Valor:  R$ 50000,00 <BR>Autor: Chico Vigilante <BR>O valor será gasto em: Ampliação da rede de iluminação pública<BR>Região do DF onde será gasto o recurso: III-Taguatinga<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Energia Elétrica<BR>Unidade Orçamentária: AR Taguatinga","III-Taguatinga,Chico Vigilante,Urbanismo,Energia Elétrica,2013,", "-15.81772", "-48.07596",YES,YES
